,Make,Model,Transmission,Drive_configuration,Engine_capacity,Body_type,Seating,Fuel,crsp_ksh
223,Bmw,BMW 4 SERIES 420D X DRIVE GRAN COUPE M SPORT,Automatic transmission,2WD,2000.0,HATCHBACK,5,PETROL,27223579.794857144
224,Bmw,BMW 4 SERIES 420D X DRIVE GRAN COUPE M SPORT HI-LINE PACKAGE,Automatic transmission,2WD,2000.0,HATCHBACK,5,PETROL,25202133.2475
225,Bmw,BMW 4 SERIES 420I CABRIOLET M SPORT,Automatic transmission,2WD,2000.0,HATCHBACK,5,PETROL,29223206.313428577
226,Bmw,BMW 4 SERIES 420i COUPE M SPORT,Automatic transmission,2WD,2000.0,SEDAN,5,HYBRID,18027333.259875
227,Bmw,BMW 4 SERIES 420i GRAN COUPE IN STYLE SPORT,Automatic transmission,2WD,2000.0,COUPE,2,DIESEL,8683068.768428572
228,Bmw,BMW 4 SERIES 420i GRAN COUPE LUXURY,Automatic transmission,2WD,2000.0,COUPE,2,DIESEL,9688744.125
229,Bmw,BMW 4 SERIES 420i GRAN COUPE M SPIRIT,Automatic transmission,2WD,2000.0,CONVERTIBLE,2,PETROL,9892207.751625
230,Bmw,BMW 4 SERIES 420i GRAN COUPE M SPORT,Automatic transmission,2WD,2000.0,COUPE,2,PETROL,5763662.902125
231,Bmw,BMW 4 SERIES 420I GRAN COUPE M SPORT EDITION SHADOW,Automatic transmission,2WD,2000.0,COUPE,2,PETROL,11063120.9754375
232,Bmw,BMW 4 SERIES 420i GRAN COUPE M SPORT HI-LINE PACKAGE,Automatic transmission,2WD,2000.0,COUPE,2,PETROL,8362241.069062499
233,Bmw,BMW 4 SERIES M 440i X DRIVE COUPE,Automatic transmission,2WD,2000.0,COUPE,2,PETROL,16297607.4705
234,Bmw,BMW 4 SERIES M440i X DRIVE GRAN COUPE,Automatic transmission,2WD,2000.0,COUPE,2,PETROL,13687060.854937501
235,Bmw,BMW 5 SERIES 523D M SPORT,Automatic transmission,2WD,2000.0,COUPE,2,PETROL,5572167.724125
236,Bmw,BMW 5 SERIES 523D TOURING M-SPORT,Automatic transmission,2WD,2000.0,COUPE,2,PETROL,7266178.143
237,Bmw,BMW 5 SERIES 523D X DRIVE TOURING M-SPORT,Automatic transmission,2WD,3000.0,COUPE,2,PETROL,14694405.280875
238,Bmw,BMW 6 SERIES 623D GRAN TURISMO M-SPORT,Automatic transmission,2WD,2000.0,COUPE,2,PETROL,12818778.403499998
239,Bmw,BMW 6 SERIES 630I GRAN TURISMO M-SPORT,Automatic transmission,2WD,2000.0,COUPE,2,PETROL,20859296.175
240,Bmw,BMW 6 SERIES 640i GRAN COUPE M-SPORT,Automatic transmission,2WD,3000.0,COUPE,2,PETROL,15408197.043428572
241,Bmw,BMW 6 SERIES 640I X DRIVE GRAN TURISMO M-SPORT,Automatic transmission,4WD,3000.0,COUPE,2,PETROL,15683064.271714289
242,Bmw,BMW 7 SERIES 740D X DRIVE EXCELLENCE,Automatic transmission,4WD,2000.0,COUPE,2,PETROL,19952543.710125003
243,Bmw,BMW 7 SERIES 740D X DRIVE M-SPORT,Automatic transmission,4WD,2000.0,COUPE,2,DIESEL,13945332.37725
244,Bmw,BMW 7 SERIES 740E IPERFORMANCE M-SPORT,Automatic transmission,2WD,4400.0,COUPE,2,PETROL,9094066.922571428
245,Bmw,BMW 7 SERIES 740E IPERFORMANCE M-SPORT,Automatic transmission,2WD,3000.0,COUPE,2,HYBRID,16131758.968125
246,Bmw,BMW 7 SERIES 740i M-SPORT,Automatic transmission,2WD,3000.0,COUPE,2,HYBRID,9947327.749714285
247,Bmw,BMW 7 SERIES 740I M-SPORT THE FIRST EDITION,Automatic transmission,2WD,3000.0,COUPE,2,DIESEL,30638848.52925001
248,Bmw,BMW 7 SERIES 740LI EXCELLENCE,Automatic transmission,2WD,3000.0,COUPE,2,PETROL,26817873.811874997
249,Bmw,BMW 7 SERIES 745E LUXURY,Automatic transmission,2WD,3000.0,COUPE,2,PETROL,27347986.526142854
250,Bmw,BMW 7 SERIES 750Li M-SPORT PACKAGE,Automatic transmission,2WD,3000.0,COUPE,2,PETROL,18571775.545285717
251,Bmw,BMW 7 SERIES M760Li X DRIVE,Automatic transmission,4WD,2000.0,COUPE,2,HYBRID,28729406.035125002
252,Bmw,BMW 7 SERIES M760Li X DRIVE V12 EXCELLENCE,Automatic transmission,4WD,4400.0,COUPE,2,PETROL,26162458.768125
253,Bmw,BMW 8 SERIES,Automatic transmission,4WD,3000.0,COUPE,2,PETROL,25550168.1345
254,Bmw,BMW 8 SERIES 840D X DRIVE GRAN COUPE EXCLUSIVE M SPORT,Automatic transmission,2WD,6600.0,COUPE,2,PETROL,19726568.0015625
255,Bmw,BMW 8 SERIES 840D X DRIVE GRAN COUPE M SPORT,Automatic transmission,4WD,2000.0,COUPE,2,HYBRID,26041390.17557143
256,Bmw,BMW 8 SERIES 840I CABRIOLET EXCLUSIVE M SPORT,Automatic transmission,2WD,3000.0,COUPE,2,PETROL,19162626.100875005
257,Bmw,BMW 8 SERIES 840I COUPE EXCLUSIVE M SPORT,Automatic transmission,2WD,3000.0,COUPE,2,PETROL,17361944.5089375
258,Bmw,BMW 8 SERIES 840I GRAN COUPE,Automatic transmission,2WD,4400.0,COUPE,2,PETROL,39226983.88885715
259,Bmw,BMW 8 SERIES 840I GRAN COUPE EXCLUSIVE M SPORT,Automatic transmission,2WD,6600.0,COUPE,2,PETROL,19985266.96846875
260,Bmw,BMW 8 SERIES 840I GRAN COUPE M SPORT,Automatic transmission,2WD,3000.0,COUPE,2,HYBRID,16599288.365999999
261,Bmw,BMW 8 SERIES M 850i X DRIVE CABRIOLET,Automatic transmission,4WD,3000.0,COUPE,2,PETROL,36606192.17271429
262,Bmw,BMW 8 SERIES M 850i X DRIVE COUPE,Automatic transmission,4WD,3000.0,COUPE,2,PETROL,29597973.449625
263,Bmw,BMW 8 SERIES M 850i X DRIVE GRAN COUPE,Automatic transmission,2WD,3000.0,COUPE,2,PETROL,37798151.95414287
264,Bmw,BMW i3,Automatic transmission,2WD,4400.0,COUPE,2,PETROL,18198012.56464286
265,Bmw,BMW i3 ATELIER RANGE EXTENDER,Automatic transmission,2WD,4400.0,COUPE,2,PETROL,14040482.900785718
266,Bmw,BMW i3 BASE GRADE,Automatic transmission,2WD,4400.0,COUPE,2,PETROL,9508884.93871875
267,Bmw,BMW i3 LODGE RANGE EXTENDER,Automatic transmission,2WD,3000.0,COUPE,2,PETROL,9351347.859000001
268,Bmw,BMW i3 SUITE RANGE EXTENDER,Automatic transmission,2WD,650.0,HATCHBACK,5,HYBRID,12876422.360142857
269,Bmw,BMW i4 E DRIVE 35 M SPORT,Automatic transmission,2WD,,COUPE,2,ELECTRIC,9762953.255859379
270,Bmw,BMW i4 E DRIVE 40 M SPORT,Automatic transmission,2WD,650.0,HATCHBACK,5,HYBRID,11280547.792125
271,Bmw,BMW i4 E DRIVE 40 M SPORT HI-LINE PACKAGE,Automatic transmission,2WD,,HATCHBACK,5,ELECTRIC,12431014.916203128
272,Bmw,BMW i4 M50,Automatic transmission,4WD,,HATCHBACK,5,ELECTRIC,13287020.209031252
273,Bmw,BMW i4 M50 X DRIVE,Automatic transmission,4WD,650.0,HATCHBACK,5,HYBRID,16493092.131375002
274,Bmw,BMW i5 E DRIVE 40 EXCELLENCE,Automatic transmission,2WD,,COUPE,2,ELECTRIC,18782224.15935938
275,Bmw,BMW i5 E DRIVE 40 M-SPORT,Automatic transmission,2WD,,COUPE,2,ELECTRIC,11593033.537078127
276,Bmw,BMW i5 E DRIVE 40 THE FIRST EDITION,Automatic transmission,2WD,,COUPE,2,ELECTRIC,10157128.412062503
277,Bmw,BMW i5 E DRIVE 40 TOURING EXCELLENCE,Automatic transmission,2WD,,COUPE,2,ELECTRIC,12859931.81910938
278,Bmw,BMW i5 E DRIVE 40 TOURING M-SPORT,Automatic transmission,2WD,,COUPE,2,ELECTRIC,13945807.315687504
279,Bmw,BMW i5 M60 X DRIVE,Automatic transmission,4WD,,COUPE,2,ELECTRIC,13403000.17546875
280,Bmw,BMW i5 M60 X DRIVE TOURING,Automatic transmission,4WD,,COUPE,2,ELECTRIC,25611197.72371876
281,Bmw,BMW i7 E DRIVE 50 M-SPORT,Automatic transmission,4WD,,COUPE,2,ELECTRIC,23819254.999031253
282,Bmw,BMW i7 M70 X DRIVE,Automatic transmission,4WD,,COUPE,2,ELECTRIC,25770539.569500007
283,Bmw,BMW i7 X DRIVE 60 EXCELLENCE,Automatic transmission,2WD,,COUPE,2,ELECTRIC,20872736.932781257
284,Bmw,BMW i7 X DRIVE 60 M-SPORT,Automatic transmission,4WD,,COUPE,2,ELECTRIC,20117822.286375005
285,Bmw,BMW i8 ROADSTER,Automatic transmission,4WD,,COUPE,2,ELECTRIC,34546357.02993751
286,Bmw,BMW iX M60,Automatic transmission,4WD,,COUPE,2,ELECTRIC,22087130.770546883
287,Bmw,BMW iX X DRIVE 40,Automatic transmission,4WD,,COUPE,2,ELECTRIC,13228283.893982146
288,Bmw,BMW iX X DRIVE 50,Automatic transmission,4WD,,COUPE,2,ELECTRIC,14307852.886593755
289,Bmw,BMW iX2 X DRIVE 30 M SPORT,Automatic transmission,4WD,,SUV,5,ELECTRIC,8729582.203546878
290,Bmw,BMW iX2 X DRIVE 30 M SPORT HI-LINE PACKAGE,Automatic transmission,4WD,1500.0,CONVERTIBLE,2,HYBRID,13604421.5668125
291,Bmw,BMW iX3 M SPORT,Automatic transmission,2WD,,SUV,5,ELECTRIC,11236473.505125003
292,Bmw,BMW X1,Automatic transmission,4WD,1500.0,SUV,5,PETROL,7622513.389285714
293,Bmw,BMW X3 M COMPETITION,Automatic transmission,4WD,,SUV,5,ELECTRIC,14493316.346437505
294,Bmw,BMW X4 M BASE GRADE,Automatic transmission,4WD,2000.0,SUV,5,DIESEL,23516291.76975
295,Bmw,BMW X4 M COMPETITION,Automatic transmission,4WD,2000.0,SUV,5,PETROL,21753591.68314286
296,Bmw,BMW X4 M40I,Automatic transmission,4WD,,SUV,5,ELECTRIC,24126818.346321438
297,Bmw,BMW X4 X DRIVE 20D M SPORT,Automatic transmission,4WD,,SUV,5,ELECTRIC,11049965.180718752
298,Bmw,BMW X4 X DRIVE 28I M SPORT,Automatic transmission,4WD,3000.0,SUV,5,PETROL,10443651.986571431
299,Bmw,BMW X4 X DRIVE 30I M SPORT,Automatic transmission,4WD,,SUV,5,ELECTRIC,16300409.607281255
300,Bmw,BMW X5 LIMITED BLACK,Automatic transmission,4WD,4400.0,SUV,5,PETROL,18090052.27296429
301,Bmw,BMW X5 LIMITED WHITE,Automatic transmission,4WD,3000.0,SUV,5,HYBRID,18883118.04557143
302,Bmw,BMW X5 M COMPETITION,Automatic transmission,4WD,3000.0,SUV,5,HYBRID,26968904.235000003
303,Bmw,BMW X5 M50I,Automatic transmission,4WD,3000.0,SUV,5,HYBRID,28622667.01371429
304,Bmw,BMW X5 X DRIVE 35D,Automatic transmission,4WD,3000.0,SUV,5,HYBRID,12196744.74707143
305,Bmw,BMW X5 X DRIVE 35D EDITION X,Automatic transmission,4WD,2000.0,SEDAN,5,PETROL,17405543.857499998
306,Bmw,BMW X5 X DRIVE 35D M-SPORT,Automatic transmission,4WD,3000.0,SUV,5,PETROL,17126849.982375003
307,Bmw,BMW X5 X DRIVE 35D M-SPORT HI-LINE PACKAGE,Automatic transmission,4WD,3000.0,SUV,5,DIESEL,14044933.752428574
308,Bmw,BMW X5 X DRIVE 35D PLEASURE3 EDITION,Automatic transmission,4WD,3000.0,SUV,5,PETROL,19094804.892
309,Bmw,BMW X5 X DRIVE 40D M-SPORT,Automatic transmission,4WD,3000.0,SUV,5,HYBRID,17302672.1919375
310,Bmw,BMW X5 X DRIVE 45E,Automatic transmission,4WD,3000.0,SUV,5,HYBRID,14282348.692499999
311,Bmw,BMW X5 X DRIVE 45E M-SPORT,Automatic transmission,4WD,3000.0,SUV,5,PETROL,15519848.285249999
312,Bmw,BMW X5 X DRIVE 50E M-SPORT,Automatic transmission,4WD,3000.0,SUV,5,HYBRID,20268567.7464375
313,Bmw,BMW X6 M COMPETITION,Automatic transmission,4WD,3000.0,SUV,5,HYBRID,33651857.97675
314,Bmw,BMW X6 M50I,Automatic transmission,4WD,3000.0,SUV,5,DIESEL,19760858.55675
315,Bmw,BMW X6 X DRIVE 35D,Automatic transmission,4WD,4400.0,SUV,5,PETROL,31169476.890964292
316,Bmw,BMW X6 X DRIVE 35D M SPORT,Automatic transmission,4WD,3000.0,SUV,5,HYBRID,18620952.02807143
317,Bmw,BMW X6 X DRIVE 35D M SPORT HI-LINE PACKAGE,Automatic transmission,4WD,3000.0,SUV,5,DIESEL,16619697.149142861
318,Bmw,BMW X7 M50I,Automatic transmission,4WD,4400.0,SUV,5,PETROL,23673998.47033929
319,Bmw,BMW X7 M60I X DRIVE,Automatic transmission,4WD,4400.0,SUV,5,PETROL,35091372.63389063
320,Bmw,BMW X7 X DRIVE 35D DESIGN PURE EXCELLENCE,Automatic transmission,4WD,4400.0,SUV,5,HYBRID,39119023.597178586
321,Bmw,BMW X7 X DRIVE 35D M SPORT,Automatic transmission,4WD,3000.0,SUV,5,DIESEL,40925906.52814286
322,Bmw,BMW X7 X DRIVE 40D EXCELLENCE,Automatic transmission,4WD,3000.0,SUV,5,HYBRID,19952543.710125003
323,Bmw,BMW X7 X DRIVE 40D M SPORT,Automatic transmission,4WD,3000.0,SUV,5,HYBRID,25463444.3758125
324,Bmw,BMW XM BASE GRADE,Automatic transmission,2WD,3000.0,SUV,5,DIESEL,27456191.071875
325,Bmw,BMW XM LABEL RED,Automatic transmission,2WD,3000.0,SUV,5,DIESEL,47941330.7458125
326,Bmw,BMW Z4 M40I,Automatic transmission,2WD,4400.0,SUV,5,HYBRID,20800261.32721875
327,Bmw,BMW Z4 S DRIVE 20I M-SPORT EDITION SUNRISE,Automatic transmission,2WD,4400.0,SUV,5,HYBRID,10597807.956937503
328,Bmw,BMW Z4 S DRIVE 20I SPORT,Automatic transmission,2WD,3000.0,SUV,5,HYBRID,20347991.022857144
329,Bmw,i3 BASE GRADE,Automatic transmission,2WD,,HATCHBACK,5,ELECTRIC,7986685.518281252
330,Bmw,i3 LODGE RANGE EXTENDER,Automatic transmission,2WD,,HATCHBACK,5,ELECTRIC,8508782.700000003
331,Bmw,i3 RANGE EXTENDER,Automatic transmission,2WD,650.0,HATCHBACK,5,HYBRID,10627223.945625
332,Bmw,i3 SUITE RANGE EXTENDER,Automatic transmission,2WD,650.0,HATCHBACK,5,HYBRID,3015182.2725
333,Bmw,i4 E DRIVE 40 HI-LINE PACKAGE,Automatic transmission,2WD,,SEDAN,5,ELECTRIC,11549686.94196429
334,Bmw,i4 E DRIVE 40 M SPORT HI-LINE PACKAGE,Automatic transmission,2WD,,SEDAN,5,ELECTRIC,12339172.209375003
335,Bmw,i4 M50 X DRIVE,Automatic transmission,4WD,,SEDAN,5,ELECTRIC,13726982.592321433
336,Bmw,i5 E DRIVE 40 M-SPORT,Automatic transmission,2WD,,SEDAN,5,ELECTRIC,10659334.408593751
337,Bmw,i5 E DRIVE 40 THE FIRST EDITION,Automatic transmission,2WD,,SEDAN,5,ELECTRIC,10082260.717031252
338,Bmw,i5 E DRIVE 40 TOURING EXCELLENCE,Automatic transmission,2WD,,SEDAN,5,ELECTRIC,12764970.667968754
339,Bmw,i5 E DRIVE 40 TOURING M-SPORT,Automatic transmission,2WD,,SEDAN,5,ELECTRIC,15995289.775781253
340,Bmw,i5 M60 X DRIVE,Automatic transmission,4WD,,SEDAN,5,ELECTRIC,19414253.770312503
341,Bmw,i5 M60 X DRIVE TOURING,Automatic transmission,4WD,,SEDAN,5,ELECTRIC,21029413.324218757
342,Bmw,i7 E DRIVE 50 M-SPORT,Automatic transmission,2WD,,SEDAN,5,ELECTRIC,21748060.511718757
343,Bmw,i7 M70 X DRIVE,Automatic transmission,4WD,,SEDAN,5,ELECTRIC,26943879.677343752
344,Bmw,iX M60,Automatic transmission,4WD,,SUV,5,ELECTRIC,21924129.072656255
345,Bmw,iX X DRIVE 50,Automatic transmission,4WD,,SEDAN,5,ELECTRIC,16925167.904464293
346,Bmw,iX1 E DRIVE 20 M SPORT,Automatic transmission,2WD,,SUV,5,ELECTRIC,8228510.296875003
347,Bmw,iX1 X DRIVE 30 X LINE,Automatic transmission,4WD,,SUV,5,ELECTRIC,12904850.209821431
348,Bmw,iX2 X DRIVE 30 M SPORT,Automatic transmission,2WD,,SUV,5,ELECTRIC,13070395.722656254
349,Bmw,iX2 X DRIVE 30 M SPORT HI-LINE PACKAGE,Automatic transmission,4WD,,SUV,5,ELECTRIC,8920208.214843752
350,Bmw,iX3 M SPORT,Automatic transmission,2WD,,SUV,5,ELECTRIC,14792154.609375004
351,Bmw,M2 BASE GRADE,Automatic transmission,2WD,3000.0,COUPE,2,PETROL,17551846.918125
352,Bmw,M2 BASE GRADE HI-LINE PACKAGE,Automatic transmission,2WD,4400.0,CONVERTIBLE,2,PETROL,20094681.99375
353,Bmw,M2 COMPETITION,Automatic transmission,2WD,4400.0,CONVERTIBLE,2,PETROL,26169704.291250005
354,Bmw,M2 CS,Manual transmission,2WD,3000.0,COUPE,2,PETROL,31996633.609687507
355,Bmw,M2 EDITION BLACK SHADOW,Automatic transmission,2WD,4400.0,CONVERTIBLE,2,PETROL,26978948.72678572
356,Bmw,M3 M3 50TH ANNIVERSARY LIMITED,Manual transmission,2WD,3000.0,SEDAN,5,PETROL,27262861.031250007
357,Bmw,M3 M3 MT FINAL EDITION,Manual transmission,4WD,4400.0,SEDAN,5,PETROL,31982903.092968747
358,Bmw,M3 M3 SEDAN COMPETITION,Automatic transmission,2WD,4400.0,SEDAN,5,HYBRID,24644154.234375
359,Bmw,M3 M3 SEDAN COMPETITION,Automatic transmission,2WD,3000.0,SEDAN,5,PETROL,28374891.333750006
360,Bmw,M3 M3 SEDAN COMPETITION M X DRIVE,Automatic transmission,4WD,4400.0,SEDAN,5,PETROL,28292649.785156243
361,Bmw,M3 M3 TOURING COMPETITION M X DRIVE,Automatic transmission,4WD,3000.0,SEDAN,5,PETROL,24492623.119453125
362,Bmw,M4 CABRIOLET COMPETITION M X DRIVE,Automatic transmission,4WD,3000.0,COUPE,2,PETROL,21031046.61328125
363,Bmw,M4 COUPE COMPETITION M X DRIVE,Automatic transmission,4WD,3000.0,COUPE,2,PETROL,23621443.066406246
364,Bmw,M4 COUPE COMPETITION M X DRIVE TRACK PACKAGE,Automatic transmission,4WD,3000.0,CONVERTIBLE,2,PETROL,25846636.085156247
365,Bmw,M4 COUPE EDITION HERITAGE,Automatic transmission,2WD,3000.0,COUPE,2,PETROL,30159952.875
366,Bmw,M4 CSL,Automatic transmission,2WD,3000.0,COUPE,2,PETROL,66500997.468750015
367,Bmw,M4 DTM CHAMPION EDITION,Automatic transmission,2WD,3000.0,COUPE,2,PETROL,65639554.151785724
368,Bmw,M4 M4 COUPE,Manual transmission,2WD,,SUV,5,ELECTRIC,28409429.953125
369,Bmw,M4 M4 COUPE COMPETITION,Automatic transmission,2WD,3000.0,COUPE,2,PETROL,29786256.337500002
370,Bmw,M4 M4 CS,Automatic transmission,2WD,3000.0,COUPE,2,PETROL,52924165.4732143
371,Bmw,M5,Automatic transmission,4WD,3000.0,COUPE,2,PETROL,39896351.92968749
372,Bmw,M5 COMPETITION,Automatic transmission,4WD,3000.0,COUPE,4,PETROL,27913998.9375
373,Bmw,M5 M5,Automatic transmission,4WD,3000.0,COUPE,4,PETROL,45295842.24140625
374,Bmw,M8 M8 CABRIOLET COMPETITION,Automatic transmission,4WD,3000.0,COUPE,2,PETROL,46670545.35000001
375,Bmw,M8 M8 COUPE COMPETITION,Automatic transmission,4WD,3000.0,COUPE,2,PETROL,50445257.85000001
376,Bmw,X1 M35I X DRIVE,Automatic transmission,4WD,1500.0,SUV,5,PETROL,12690656.015625
377,Bmw,X1 S DRIVE 18I,Automatic transmission,2WD,2000.0,SUV,5,DIESEL,12288306.921428572
378,Bmw,X1 S DRIVE 18I M SPORT,Automatic transmission,4WD,2000.0,SUV,5,PETROL,14236270.12125
379,Bmw,X1 S DRIVE 18I X LINE,Automatic transmission,2WD,3000.0,SEDAN,5,PETROL,10662111.0
380,Bmw,X1 S DRIVE 18I X LINE HI-LINE PACKAGE,Automatic transmission,2WD,3000.0,SEDAN,5,PETROL,11152097.71875
381,Bmw,X1 X DRIVE 18D M SPORT,Automatic transmission,4WD,1500.0,SUV,5,PETROL,8921678.174999999
382,Bmw,X1 X DRIVE 18D X LINE,Automatic transmission,4WD,3000.0,SEDAN,5,PETROL,7270842.921428572
383,Bmw,X1 X DRIVE 18D X LINE,Automatic transmission,4WD,1500.0,SUV,5,PETROL,19052923.564285714
384,Bmw,X1 X DRIVE 18D X LINE EDITION JOY+,Automatic transmission,4WD,2000.0,SUV,5,HYBRID,12662127.900000002
385,Bmw,X1 X DRIVE 18D X LINE EDITION JOY+ HI-LINE PACKAGE,Automatic transmission,4WD,2000.0,SUV,5,DIESEL,11411246.250000002
386,Bmw,X1 X DRIVE 20D X LINE,Automatic transmission,4WD,2000.0,SUV,5,DIESEL,8531648.746875
387,Bmw,X1 X DRIVE 20I M SPORT,Automatic transmission,4WD,2000.0,SUV,5,DIESEL,11645612.341874998
388,Bmw,X1 X DRIVE 20I X LINE,Automatic transmission,4WD,2000.0,SUV,5,DIESEL,8947157.484375
389,Bmw,X2 M35I,Automatic transmission,4WD,2000.0,COUPE,2,DIESEL,13421019.330000002
390,Bmw,X2 M35I X DRIVE,Automatic transmission,4WD,2000.0,COUPE,2,DIESEL,15810891.440625
391,Bmw,X2 S DRIVE 18I,Automatic transmission,4WD,2000.0,COUPE,2,PETROL,7216524.393749999
392,Bmw,X2 S DRIVE 18I M SPORT X,Automatic transmission,2WD,2000.0,COUPE,2,PETROL,13313303.13857143
393,Bmw,X2 X DRIVE 18D M SPORT EDITION SUNRISE,Automatic transmission,4WD,1500.0,COUPE,2,PETROL,10264895.100000001
394,Bmw,X2 X DRIVE 18D M SPORT X,Automatic transmission,4WD,2000.0,SUV,5,PETROL,6909466.050000001
395,Bmw,X2 X DRIVE 20I,Automatic transmission,4WD,2000.0,COUPE,2,PETROL,6379347.085714286
396,Bmw,X2 X DRIVE 20I M SPORT,Automatic transmission,4WD,2000.0,SUV,5,PETROL,8862879.76875
397,Bmw,X2 X DRIVE 20I M SPORT HI-LINE PACKAGE,Automatic transmission,4WD,2000.0,SUV,5,DIESEL,11089379.41875
398,Bmw,X2 X DRIVE 20I M SPORT HI-LINE PACKAGE,Automatic transmission,4WD,2000.0,COUPE,2,PETROL,9084353.765625
399,Bmw,X2 X DRIVE 20I M SPORT X,Automatic transmission,4WD,2000.0,COUPE,4,PETROL,8449050.985714287
400,Bmw,X3,Automatic transmission,4WD,2000.0,SUV,5,DIESEL,16799357.981250003
401,Bmw,X3 20 X DRIVE X LINE,Automatic transmission,4WD,2000.0,SUV,5,DIESEL,16048045.012500001
402,Bmw,X3 M40D,Automatic transmission,4WD,2000.0,COUPE,2,PETROL,15913951.980468746
403,Bmw,X3 M40D M SPORT EDITION,Automatic transmission,4WD,3000.0,SUV,5,HYBRID,17333210.177678574
404,Bmw,X3 MIDNIGHT EDITION,Automatic transmission,4WD,2000.0,SUV,5,PETROL,15000126.750000004
405,Bmw,X3 X DRIVE 20D,Automatic transmission,4WD,2000.0,SUV,5,DIESEL,14665106.497499999
406,Bmw,X3 X DRIVE 20D M SPORT,Automatic transmission,4WD,3000.0,COUPE,2,PETROL,11022741.225
407,Bmw,X3 X DRIVE 20D M SPORT,Automatic transmission,4WD,2000.0,SUV,5,HYBRID,11154897.642857144
408,Bmw,X3 X DRIVE 20D X LINE,Automatic transmission,4WD,3000.0,SUV,5,HYBRID,11894077.607142858
409,Bmw,X3 X DRIVE 20D X LINE HI-LINE PACKAGE,Automatic transmission,4WD,2000.0,COUPE,2,PETROL,11790517.7475
410,Bmw,X3 X DRIVE 20I,Automatic transmission,4WD,2000.0,SUV,5,DIESEL,9956530.125
411,Bmw,X3 X DRIVE 30E M SPORT EDITION JOY+,Automatic transmission,4WD,2000.0,SUV,5,DIESEL,12917356.537499998
412,Bmw,X4 M40I,Automatic transmission,4WD,2000.0,COUPE,2,PETROL,28302902.173928574
413,Bmw,X4 X DRIVE 20D M SPORT,Automatic transmission,4WD,2000.0,COUPE,2,PETROL,13585959.748124998
414,Bmw,X4 X DRIVE 28I M SPORT,Automatic transmission,4WD,2000.0,COUPE,2,DIESEL,10366439.014285713
415,Bmw,X4 X DRIVE 30I M SPORT,Automatic transmission,4WD,1500.0,COUPE,2,PETROL,14693329.732499998
416,Bmw,X5 LIMITED BLACK,Automatic transmission,4WD,3000.0,SUV,5,HYBRID,17956846.60714286
417,Bmw,X5 LIMITED WHITE,Automatic transmission,4WD,3000.0,SUV,5,HYBRID,20305796.271428578
418,Bmw,X5 X DRIVE 35D,Automatic transmission,4WD,3000.0,SUV,5,DIESEL,13115777.825892858
419,Bmw,X5 X DRIVE 35D EDITION X,Automatic transmission,4WD,2000.0,SUV,5,DIESEL,22313505.18515625
420,Bmw,X5 X DRIVE 35D M-SPORT,Automatic transmission,4WD,2000.0,SUV,5,HYBRID,19423726.846874997
421,Bmw,X5 X DRIVE 35D M-SPORT HI-LINE PACKAGE,Automatic transmission,4WD,3000.0,SUV,5,DIESEL,15103163.95714286
422,Bmw,X5 X DRIVE 35D PLEASURE3 EDITION,Automatic transmission,4WD,4400.0,SUV,5,PETROL,20533492.321875002
423,Bmw,X5 X DRIVE 40D M-SPORT,Automatic transmission,4WD,3000.0,SUV,5,HYBRID,18759141.52734375
424,Bmw,X5 X DRIVE 45E,Automatic transmission,4WD,3000.0,SUV,5,HYBRID,15358361.484375004
425,Bmw,X5 X DRIVE 50E M-SPORT,Automatic transmission,4WD,3000.0,SUV,5,HYBRID,21795425.894531246
426,Bmw,X5 X DRIVE 50I M-SPORT,Automatic transmission,4WD,3000.0,SUV,5,HYBRID,20917299.696428575
427,Bmw,X6 M50I,Automatic transmission,4WD,3000.0,SUV,5,HYBRID,21249744.01875
428,Bmw,X6 X DRIVE 35D,Automatic transmission,4WD,3000.0,SUV,5,HYBRID,24063792.187500004
429,Bmw,X6 X DRIVE 35D M SPORT,Automatic transmission,4WD,3000.0,SUV,5,DIESEL,19913495.793750003
430,Bmw,X6 X DRIVE 35D M SPORT HI-LINE PACKAGE,Automatic transmission,4WD,4400.0,SUV,5,PETROL,17871915.575892862
431,Bmw,X6 X DRIVE 35I M SPORT,Automatic transmission,4WD,3000.0,SUV,5,DIESEL,25521774.890625
432,Bmw,X7 M50I,Automatic transmission,4WD,3000.0,SUV,5,DIESEL,30284518.387500007
433,Bmw,X7 M60I X DRIVE,Automatic transmission,4WD,4400.0,SUV,5,PETROL,34832339.19140624
434,Bmw,X7 X DRIVE 35D DESIGN PURE EXCELLENCE,Automatic transmission,4WD,3000.0,SUV,5,HYBRID,30201474.712500002
435,Bmw,X7 X DRIVE 35D M SPORT,Automatic transmission,2WD,4400.0,SUV,5,PETROL,25691636.953124993
436,Bmw,X7 X DRIVE 40D EXCELLENCE,Automatic transmission,4WD,3000.0,SUV,5,DIESEL,21455701.76953125
437,Bmw,X7 X DRIVE 40D M SPORT,Automatic transmission,4WD,3000.0,SUV,5,PETROL,27381764.474999998
438,Bmw,Z4 M40I,Automatic transmission,2WD,3000.0,SUV,5,DIESEL,24466082.1721875
439,Bmw,Z4 S DRIVE 20I,Automatic transmission,2WD,3000.0,CONVERTIBLE,2,PETROL,15690028.05
440,Bmw,Z4 S DRIVE 20I M-SPORT,Automatic transmission,2WD,3000.0,SUV,5,HYBRID,12102671.953125
